video_id,label,start_frame,end_frame,toa,is_dada
41_3161,1,1,76,22,0
41_3162,1,1,68,15,0
49_3164,0,1,14,-1,0
49_3164,1,15,80,45,0
48_3166,0,1,55,-1,0
48_3166,1,56,101,71,0
37_3170,0,1,43,-1,0
37_3170,1,44,95,59,0
48_3173,0,1,21,-1,0
48_3173,1,22,59,37,0
56_3175,0,1,33,-1,0
56_3175,1,34,65,49,0
43_3177,0,1,33,-1,0
43_3177,1,34,69,49,0
43_3178,0,1,29,-1,0
43_3178,1,30,67,45,0
11_3179,0,1,30,-1,0
11_3179,1,31,80,46,0
43_3183,0,1,63,-1,0
43_3183,1,64,101,79,0
11_3185,0,1,36,-1,0
11_3185,1,37,85,52,0
13_3186,0,1,68,-1,0
13_3186,1,69,110,84,0
43_3187,0,1,33,-1,0
43_3187,1,34,79,49,0
43_3188,0,1,32,-1,0
43_3188,1,33,70,48,0
43_3191,0,1,28,-1,0
43_3191,1,29,66,44,0
36_3192,0,1,43,-1,0
36_3192,1,44,81,59,0
43_3195,0,1,32,-1,0
43_3195,1,33,62,48,0
24_3197,0,1,20,-1,0
24_3197,1,21,100,70,0
40_3201,0,1,32,-1,0
40_3201,1,33,66,48,0
48_3207,0,1,20,-1,0
48_3207,1,21,66,36,0
43_3214,0,1,35,-1,0
43_3214,1,36,77,51,0
48_3219,0,1,23,-1,0
48_3219,1,24,99,39,0
43_3220,0,1,58,-1,0
43_3220,1,59,86,74,0
8_3221,0,1,55,-1,0
8_3221,1,56,95,71,0
43_3226,0,1,28,-1,0
43_3226,1,29,66,44,0
8_3228,0,1,36,-1,0
8_3228,1,37,118,52,0
10_3229,0,1,37,-1,0
10_3229,1,38,80,53,0
10_3230,0,1,44,-1,0
10_3230,1,45,85,60,0
12_3232,0,1,27,-1,0
12_3232,1,28,90,43,0
36_3233,0,1,49,-1,0
36_3233,1,50,83,65,0
43_3236,0,1,25,-1,0
43_3236,1,26,71,41,0
43_3239,0,1,17,-1,0
43_3239,1,18,61,33,0
10_3242,0,1,50,-1,0
10_3242,1,51,100,66,0
11_3246,0,1,22,-1,0
11_3246,1,23,75,38,0
11_3247,0,1,49,-1,0
11_3247,1,50,100,65,0
11_3248,0,1,34,-1,0
11_3248,1,35,80,50,0
43_3249,0,1,20,-1,0
43_3249,1,21,60,36,0
37_3250,0,1,18,-1,0
37_3250,1,19,66,34,0
45_3252,1,1,40,18,0
51_3254,0,1,43,-1,0
51_3254,1,44,79,59,0
43_3255,0,1,34,-1,0
43_3255,1,35,64,50,0
43_3257,0,1,26,-1,0
43_3257,1,27,66,42,0
43_3261,0,1,16,-1,0
43_3261,1,17,62,32,0
11_3269,0,1,32,-1,0
11_3269,1,33,70,48,0
43_3274,0,1,45,-1,0
43_3274,1,46,77,61,0
11_3275,0,1,70,-1,0
11_3275,1,71,105,86,0
23_3276,0,1,49,-1,0
23_3276,1,50,105,65,0
43_3277,0,1,27,-1,0
43_3277,1,28,71,43,0
43_3281,0,1,28,-1,0
43_3281,1,29,72,44,0
48_3282,0,1,19,-1,0
48_3282,1,20,65,35,0
48_3283,0,1,42,-1,0
48_3283,1,43,82,58,0
40_3285,0,1,30,-1,0
40_3285,1,31,70,46,0
43_3288,1,1,54,28,0
43_3291,0,1,31,-1,0
43_3291,1,32,110,72,0
11_3292,0,1,17,-1,0
11_3292,1,18,80,33,0
51_3296,0,1,30,-1,0
51_3296,1,31,100,46,0
24_3299,0,1,46,-1,0
24_3299,1,47,90,62,0
27_3302,1,5,120,40,0
43_3305,0,1,22,-1,0
43_3305,1,23,84,38,0
43_3314,1,1,67,29,0
49_3315,0,1,41,-1,0
49_3315,1,42,83,57,0
6_3317,0,1,33,-1,0
6_3317,1,34,90,49,0
38_3342,0,1,29,-1,0
38_3342,1,30,69,45,0
43_3344,0,1,26,-1,0
43_3344,1,27,60,42,0
49_3346,0,1,41,-1,0
49_3346,1,42,75,57,0
11_3347,0,1,53,-1,0
11_3347,1,54,85,69,0
11_3348,0,1,57,-1,0
11_3348,1,58,95,73,0
10_3353,0,1,27,-1,0
10_3353,1,28,70,43,0
48_3355,0,1,31,-1,0
48_3355,1,32,71,47,0
10_3356,0,1,39,-1,0
10_3356,1,40,85,55,0
11_3364,0,1,51,-1,0
11_3364,1,52,90,67,0
43_3365,0,1,64,-1,0
43_3365,1,65,92,80,0
37_3366,0,1,95,-1,0
37_3366,1,96,127,111,0
24_3368,0,1,23,-1,0
24_3368,1,24,75,39,0
13_3370,0,1,54,-1,0
13_3370,1,55,105,70,0
11_3371,0,1,16,-1,0
11_3371,1,17,60,32,0
10_3375,0,1,27,-1,0
10_3375,1,28,70,43,0
11_3380,0,1,57,-1,0
11_3380,1,58,90,73,0
50_3381,0,1,53,-1,0
50_3381,1,54,89,69,0
11_3385,0,1,45,-1,0
11_3385,1,46,85,61,0
50_3387,0,1,18,-1,0
50_3387,1,19,54,34,0
43_3400,0,1,27,-1,0
43_3400,1,28,105,43,0
11_3403,0,1,18,-1,0
11_3403,1,19,70,34,0
48_3406,0,1,16,-1,0
48_3406,1,17,52,32,0
11_3410,0,1,22,-1,0
11_3410,1,23,70,38,0
11_3412,0,1,64,-1,0
11_3412,1,65,100,80,0
43_3417,0,1,20,-1,0
43_3417,1,21,66,36,0
43_3418,0,1,46,-1,0
43_3418,1,47,74,62,0
61_3423,0,1,49,-1,0
61_3423,1,50,165,80,0
48_3426,1,1,60,25,0
11_3431,0,1,68,-1,0
11_3431,1,69,110,84,0
43_3433,0,1,40,-1,0
43_3433,1,41,110,56,0
21_3442,0,1,41,-1,0
21_3442,1,42,91,57,0
24_3445,0,1,27,-1,0
24_3445,1,28,80,43,0
11_3449,0,1,35,-1,0
11_3449,1,36,85,51,0
43_3451,0,1,35,-1,0
43_3451,1,36,83,51,0
43_3453,1,1,53,23,0
56_3454,0,1,35,-1,0
56_3454,1,36,75,51,0
33_3456,0,1,24,-1,0
33_3456,1,25,60,40,0
10_3459,0,1,29,-1,0
10_3459,1,30,80,45,0
14_3461,0,1,64,-1,0
14_3461,1,65,115,80,0
13_3462,0,1,65,-1,0
13_3462,1,66,105,81,0
43_3467,0,1,31,-1,0
43_3467,1,32,65,47,0
43_3469,0,1,35,-1,0
43_3469,1,36,73,51,0
48_3470,1,1,60,28,0
43_3471,0,1,18,-1,0
43_3471,1,19,60,34,0
40_3482,0,1,16,-1,0
40_3482,1,17,72,32,0
5_3483,0,1,35,-1,0
5_3483,1,36,105,51,0
6_3485,0,1,25,-1,0
6_3485,1,26,105,41,0
11_3486,0,1,54,-1,0
11_3486,1,55,95,70,0
43_3487,0,1,68,-1,0
43_3487,1,69,110,84,0
21_3490,0,1,38,-1,0
21_3490,1,39,100,54,0
21_3493,0,1,44,-1,0
21_3493,1,45,80,60,0
43_3497,0,1,36,-1,0
43_3497,1,37,70,52,0
36_3498,0,1,90,-1,0
36_3498,1,91,140,106,0
11_3499,0,1,59,-1,0
11_3499,1,60,105,75,0
11_3502,0,1,63,-1,0
11_3502,1,64,100,79,0
10_3503,0,1,60,-1,0
10_3503,1,61,105,76,0
43_3504,0,1,18,-1,0
43_3504,1,19,64,34,0
10_3505,0,1,49,-1,0
10_3505,1,50,90,65,0
43_3511,0,1,26,-1,0
43_3511,1,27,70,42,0
10_3514,0,1,50,-1,0
10_3514,1,51,100,66,0
48_3516,0,1,43,-1,0
48_3516,1,44,89,59,0
24_3518,1,1,75,29,0
43_3523,0,1,39,-1,0
43_3523,1,40,77,55,0
43_3524,0,1,19,-1,0
43_3524,1,20,55,35,0
48_3526,0,1,36,-1,0
48_3526,1,37,96,52,0
10_3527,0,1,48,-1,0
10_3527,1,49,95,64,0
43_3528,0,1,33,-1,0
43_3528,1,34,81,49,0
48_3534,0,1,36,-1,0
48_3534,1,37,78,52,0
8_3535,0,1,83,-1,0
8_3535,1,84,135,99,0
11_3543,0,1,44,-1,0
11_3543,1,45,80,60,0
24_3544,0,1,32,-1,0
24_3544,1,33,80,48,0
11_3548,0,1,45,-1,0
11_3548,1,46,90,61,0
10_3549,0,1,41,-1,0
10_3549,1,42,90,57,0
10_3552,0,1,69,-1,0
10_3552,1,70,115,85,0
43_3553,0,1,81,-1,0
43_3553,1,82,111,97,0
11_3556,0,1,23,-1,0
11_3556,1,24,70,39,0
11_3557,0,1,29,-1,0
11_3557,1,30,90,45,0
11_3558,0,1,65,-1,0
11_3558,1,66,110,81,0
11_3563,0,1,37,-1,0
11_3563,1,38,90,53,0
11_3571,0,1,47,-1,0
11_3571,1,48,100,63,0
24_3572,0,1,21,-1,0
24_3572,1,22,101,37,0
43_3573,0,1,21,-1,0
43_3573,1,22,69,37,0
43_3574,0,1,31,-1,0
43_3574,1,32,65,47,0
23_3581,0,1,43,-1,0
23_3581,1,44,90,59,0
48_3582,0,1,30,-1,0
48_3582,1,31,76,46,0
11_3586,0,1,53,-1,0
11_3586,1,54,85,69,0
36_3588,0,1,24,-1,0
36_3588,1,25,64,40,0
10_3590,0,1,41,-1,0
10_3590,1,42,90,57,0
43_3593,0,1,19,-1,0
43_3593,1,20,55,35,0
43_3596,0,1,49,-1,0
43_3596,1,50,89,65,0
10_3598,0,1,34,-1,0
10_3598,1,35,95,50,0
10_3599,0,1,61,-1,0
10_3599,1,62,110,77,0
43_3600,0,1,31,-1,0
43_3600,1,32,77,47,0
24_3601,0,1,17,-1,0
24_3601,1,18,85,33,0
43_3602,0,1,41,-1,0
43_3602,1,42,71,57,0
11_3604,0,1,32,-1,0
11_3604,1,33,90,48,0
48_3608,0,1,40,-1,0
48_3608,1,41,106,56,0
41_3609,0,1,34,-1,0
41_3609,1,35,80,50,0
49_3611,0,1,39,-1,0
49_3611,1,40,91,55,0
40_3612,0,1,14,-1,0
40_3612,1,15,97,51,0
43_3617,0,1,29,-1,0
43_3617,1,30,101,81,0
43_3619,0,1,23,-1,0
43_3619,1,24,65,39,0
43_3620,1,1,66,30,0
15_3621,1,10,110,40,0
36_3626,0,1,42,-1,0
36_3626,1,43,80,58,0
58_3628,0,1,53,-1,0
58_3628,1,54,95,69,0
59_3629,0,1,21,-1,0
59_3629,1,22,57,37,0
43_3630,1,1,47,25,0
50_3631,0,1,37,-1,0
50_3631,1,38,77,53,0
11_3640,0,1,71,-1,0
11_3640,1,72,110,87,0
48_3642,0,1,30,-1,0
48_3642,1,31,70,46,0
43_3643,0,1,41,-1,0
43_3643,1,42,77,57,0
11_3644,0,1,33,-1,0
11_3644,1,34,80,49,0
13_3645,0,1,35,-1,0
13_3645,1,36,115,51,0
24_3647,0,1,35,-1,0
24_3647,1,36,100,51,0
50_3652,1,1,40,24,0
43_3654,0,1,28,-1,0
43_3654,1,29,66,44,0
48_3657,0,1,38,-1,0
48_3657,1,39,80,54,0
11_3658,0,1,39,-1,0
11_3658,1,40,140,82,0
43_3660,0,1,20,-1,0
43_3660,1,21,76,36,0
44_3663,0,1,16,-1,0
44_3663,1,17,70,32,0
43_3665,0,1,35,-1,0
43_3665,1,36,109,51,0
43_3666,0,1,61,-1,0
43_3666,1,62,101,77,0
43_3669,0,1,24,-1,0
43_3669,1,25,56,40,0
24_3670,0,1,62,-1,0
24_3670,1,63,120,78,0
43_3672,0,1,23,-1,0
43_3672,1,24,75,39,0
43_3673,1,1,87,21,0
11_3674,0,1,75,-1,0
11_3674,1,76,125,91,0
23_3676,0,1,22,-1,0
23_3676,1,23,85,38,0
48_3677,0,1,30,-1,0
48_3677,1,31,78,46,0
43_3679,0,1,64,-1,0
43_3679,1,65,90,80,0
11_3681,0,1,62,-1,0
11_3681,1,63,95,78,0
50_3683,0,1,24,-1,0
50_3683,1,25,56,40,0
43_3685,0,1,30,-1,0
43_3685,1,31,62,46,0
8_3686,0,1,94,-1,0
8_3686,1,95,140,110,0
43_3690,0,1,58,-1,0
43_3690,1,59,94,74,0
48_3691,0,1,52,-1,0
48_3691,1,53,90,68,0
43_3694,0,1,56,-1,0
43_3694,1,57,96,72,0
11_3696,0,1,43,-1,0
11_3696,1,44,105,59,0
43_3700,0,1,47,-1,0
43_3700,1,48,85,63,0
48_3703,0,1,27,-1,0
48_3703,1,28,70,43,0
48_3704,1,1,54,24,0
43_3705,0,1,42,-1,0
43_3705,1,43,84,58,0
14_3706,0,1,54,-1,0
14_3706,1,55,110,70,0
42_3708,0,1,32,-1,0
42_3708,1,33,102,48,0
50_3709,0,1,25,-1,0
50_3709,1,26,59,41,0
50_3711,0,1,23,-1,0
50_3711,1,24,57,39,0
43_3713,0,1,23,-1,0
43_3713,1,24,63,39,0
11_3717,0,1,15,-1,0
11_3717,1,16,75,31,0
11_3726,0,1,29,-1,0
11_3726,1,30,80,54,0
11_3728,0,1,71,-1,0
11_3728,1,72,120,87,0
42_3729,0,1,30,-1,0
42_3729,1,31,90,46,0
43_3731,0,1,43,-1,0
43_3731,1,44,79,59,0
13_3733,0,1,73,-1,0
13_3733,1,74,113,89,0
11_3736,0,1,52,-1,0
11_3736,1,53,95,68,0
48_3737,0,1,29,-1,0
48_3737,1,30,65,45,0
10_3742,0,1,29,-1,0
10_3742,1,30,80,45,0
10_3743,0,1,29,-1,0
10_3743,1,30,80,58,0
56_3745,0,1,16,-1,0
56_3745,1,17,76,32,0
11_3747,0,1,63,-1,0
11_3747,1,64,110,79,0
10_3748,0,1,32,-1,0
10_3748,1,33,85,48,0
11_3749,0,1,40,-1,0
11_3749,1,41,90,56,0
48_3753,0,1,17,-1,0
48_3753,1,18,59,33,0
40_3754,1,1,49,23,0
41_3761,1,1,89,23,0
43_3768,0,1,25,-1,0
43_3768,1,26,55,41,0
43_3769,0,1,44,-1,0
43_3769,1,45,74,60,0
11_3774,0,1,28,-1,0
11_3774,1,29,80,44,0
5_3778,0,1,38,-1,0
5_3778,1,39,90,54,0
11_3783,0,1,37,-1,0
11_3783,1,38,75,53,0
49_3787,0,1,39,-1,0
49_3787,1,40,75,55,0
43_3810,1,1,61,17,0
13_3813,0,1,45,-1,0
13_3813,1,46,75,61,0
43_3815,0,1,32,-1,0
43_3815,1,33,82,48,0
61_3819,0,1,44,-1,0
61_3819,1,45,130,60,0
10_3822,0,1,29,-1,0
10_3822,1,30,81,45,0
11_3826,0,1,37,-1,0
11_3826,1,38,69,53,0
11_3833,0,1,57,-1,0
11_3833,1,58,90,73,0
43_3835,0,1,30,-1,0
43_3835,1,31,66,46,0
24_3836,0,1,30,-1,0
24_3836,1,31,90,46,0
10_3845,0,1,61,-1,0
10_3845,1,62,100,77,0
11_3849,0,1,16,-1,0
11_3849,1,17,60,32,0
48_3851,0,1,29,-1,0
48_3851,1,30,63,45,0
10_3855,0,1,53,-1,0
10_3855,1,54,105,69,0
49_3857,0,1,52,-1,0
49_3857,1,53,80,68,0
43_3870,0,1,56,-1,0
43_3870,1,57,120,72,0
11_3872,0,1,60,-1,0
11_3872,1,61,100,76,0
12_3873,0,1,24,-1,0
12_3873,1,25,86,51,0
10_3874,0,1,42,-1,0
10_3874,1,43,80,58,0
43_3875,0,1,34,-1,0
43_3875,1,35,80,50,0
10_3878,0,1,42,-1,0
10_3878,1,43,85,58,0
10_3879,0,1,33,-1,0
10_3879,1,34,90,49,0
12_3883,0,1,41,-1,0
12_3883,1,42,90,57,0
11_3887,0,1,36,-1,0
11_3887,1,37,75,52,0
43_3891,0,1,75,-1,0
43_3891,1,76,111,91,0
43_3894,0,1,78,-1,0
43_3894,1,79,108,94,0
11_3899,0,1,40,-1,0
11_3899,1,41,75,56,0
43_3902,0,1,41,-1,0
43_3902,1,42,79,57,0
11_3905,0,1,47,-1,0
11_3905,1,48,90,63,0
36_3919,0,1,30,-1,0
36_3919,1,31,60,46,0
43_3920,0,1,33,-1,0
43_3920,1,34,69,49,0
11_3921,0,1,36,-1,0
11_3921,1,37,80,52,0
11_3924,0,1,32,-1,0
11_3924,1,33,90,48,0
13_3925,0,1,29,-1,0
13_3925,1,30,140,84,0
48_3927,0,1,38,-1,0
48_3927,1,39,90,54,0
43_3930,0,1,35,-1,0
43_3930,1,36,71,51,0
13_3933,0,1,40,-1,0
13_3933,1,41,75,56,0
48_3935,0,1,36,-1,0
48_3935,1,37,106,52,0
12_3938,0,1,32,-1,0
12_3938,1,33,85,48,0
42_3946,0,1,52,-1,0
42_3946,1,53,106,68,0
11_3950,0,1,39,-1,0
11_3950,1,40,75,55,0
11_3951,0,1,49,-1,0
11_3951,1,50,88,70,0
13_3962,1,1,75,30,0
11_3968,0,1,24,-1,0
11_3968,1,25,80,40,0
11_3974,0,1,29,-1,0
11_3974,1,30,65,45,0
11_3975,0,1,23,-1,0
11_3975,1,24,60,39,0
11_3977,1,1,70,29,0
43_3980,0,1,36,-1,0
43_3980,1,37,72,52,0
11_3983,0,1,33,-1,0
11_3983,1,34,70,49,0
14_3986,0,1,22,-1,0
14_3986,1,23,60,38,0
61_3987,0,1,32,-1,0
61_3987,1,33,70,48,0
10_3988,0,1,52,-1,0
10_3988,1,53,90,68,0
11_3992,0,1,38,-1,0
11_3992,1,39,85,54,0
43_3999,0,1,22,-1,0
43_3999,1,23,52,38,0
11_4002,0,1,40,-1,0
11_4002,1,41,85,56,0
48_4021,0,1,35,-1,0
48_4021,1,36,71,51,0
43_4028,0,1,20,-1,0
43_4028,1,21,62,36,0
10_4031,0,1,33,-1,0
10_4031,1,34,75,49,0
11_4032,0,1,39,-1,0
11_4032,1,40,90,55,0
61_4038,0,1,26,-1,0
61_4038,1,27,80,42,0
43_4042,0,1,24,-1,0
43_4042,1,25,66,40,0
43_4048,1,1,55,23,0
43_4051,0,1,56,-1,0
43_4051,1,57,92,72,0
11_4055,0,1,44,-1,0
11_4055,1,45,100,60,0
11_4056,0,1,27,-1,0
11_4056,1,28,70,43,0
61_4057,0,1,44,-1,0
61_4057,1,45,120,60,0
11_4058,0,1,23,-1,0
11_4058,1,24,71,39,0
43_4062,0,1,39,-1,0
43_4062,1,40,77,55,0
27_4065,0,1,33,-1,0
27_4065,1,34,75,49,0
43_4070,0,1,40,-1,0
43_4070,1,41,72,56,0
10_4079,0,1,45,-1,0
10_4079,1,46,90,61,0
43_4080,0,1,29,-1,0
43_4080,1,30,83,45,0
11_4083,0,1,47,-1,0
11_4083,1,48,90,63,0
24_4089,0,1,52,-1,0
24_4089,1,53,98,68,0
10_4091,0,1,36,-1,0
10_4091,1,37,80,52,0
11_4093,0,1,21,-1,0
11_4093,1,22,70,37,0
43_4096,0,1,34,-1,0
43_4096,1,35,64,50,0
11_4098,0,1,30,-1,0
11_4098,1,31,80,46,0
43_4100,0,1,24,-1,0
43_4100,1,25,80,40,0
43_4102,0,1,69,-1,0
43_4102,1,70,105,85,0
42_4111,0,1,19,-1,0
42_4111,1,20,120,48,0
37_4118,0,1,20,-1,0
37_4118,1,21,64,36,0
20_4121,0,1,19,-1,0
20_4121,1,20,74,35,0
56_4124,0,1,36,-1,0
56_4124,1,37,66,52,0
50_4126,0,1,63,-1,0
50_4126,1,64,99,79,0
18_4131,0,1,59,-1,0
18_4131,1,60,135,115,0
43_4134,0,1,28,-1,0
43_4134,1,29,64,44,0
12_4135,0,1,42,-1,0
12_4135,1,43,95,58,0
11_4136,0,1,32,-1,0
11_4136,1,33,70,48,0
50_4140,1,1,49,29,0
11_4143,0,1,32,-1,0
11_4143,1,33,65,48,0
43_4145,0,1,18,-1,0
43_4145,1,19,56,34,0
9_4146,0,1,19,-1,0
9_4146,1,20,84,54,0
40_4152,1,5,73,27,0
50_4157,0,1,18,-1,0
50_4157,1,19,56,34,0
11_4158,0,1,41,-1,0
11_4158,1,42,85,57,0
12_4159,0,1,51,-1,0
12_4159,1,52,85,67,0
5_4161,0,1,39,-1,0
5_4161,1,40,105,55,0
11_4166,0,1,63,-1,0
11_4166,1,64,92,79,0
6_4169,0,1,30,-1,0
6_4169,1,31,110,46,0
12_4170,0,1,69,-1,0
12_4170,1,70,115,85,0
43_4172,1,1,40,16,0
6_4173,0,1,39,-1,0
6_4173,1,40,90,55,0
11_4175,0,1,45,-1,0
11_4175,1,46,100,61,0
10_4176,0,1,55,-1,0
10_4176,1,56,100,71,0
7_4177,0,1,26,-1,0
7_4177,1,27,85,42,0
24_4184,0,1,23,-1,0
24_4184,1,24,80,39,0
10_4185,0,1,36,-1,0
10_4185,1,37,90,52,0
10_4187,0,1,39,-1,0
10_4187,1,40,105,64,0
43_4188,0,1,34,-1,0
43_4188,1,35,66,50,0
43_4190,0,1,30,-1,0
43_4190,1,31,66,46,0
43_4191,0,1,46,-1,0
43_4191,1,47,86,62,0
43_4194,0,1,35,-1,0
43_4194,1,36,69,51,0
43_4196,0,1,52,-1,0
43_4196,1,53,98,68,0
48_4203,0,1,36,-1,0
48_4203,1,37,118,52,0
24_4208,0,1,49,-1,0
24_4208,1,50,110,65,0
45_4212,0,1,40,-1,0
45_4212,1,41,76,56,0
61_4213,0,1,58,-1,0
61_4213,1,59,120,74,0
43_4215,0,1,27,-1,0
43_4215,1,28,77,43,0
48_4217,0,1,42,-1,0
48_4217,1,43,84,58,0
43_4218,0,1,52,-1,0
43_4218,1,53,88,68,0
43_4219,0,1,53,-1,0
43_4219,1,54,85,69,0
43_4220,0,1,71,-1,0
43_4220,1,72,101,87,0
33_4221,0,1,48,-1,0
33_4221,1,49,90,64,0
43_4224,0,1,52,-1,0
43_4224,1,53,90,68,0
43_4225,0,1,31,-1,0
43_4225,1,32,81,47,0
11_4227,0,1,53,-1,0
11_4227,1,54,100,69,0
43_4231,0,1,39,-1,0
43_4231,1,40,73,55,0
43_4233,0,1,39,-1,0
43_4233,1,40,80,55,0
48_4240,0,1,69,-1,0
48_4240,1,70,105,85,0
50_4241,0,1,39,-1,0
50_4241,1,40,69,55,0
37_4242,0,1,26,-1,0
37_4242,1,27,70,42,0
7_4247,0,1,29,-1,0
7_4247,1,30,85,45,0
48_4250,0,1,31,-1,0
48_4250,1,32,61,47,0
43_4252,0,1,39,-1,0
43_4252,1,40,70,55,0
43_4255,0,1,32,-1,0
43_4255,1,33,76,48,0
43_4256,0,1,38,-1,0
43_4256,1,39,84,54,0
43_4257,0,1,29,-1,0
43_4257,1,30,85,45,0
43_4261,0,1,32,-1,0
43_4261,1,33,62,48,0
8_4262,0,1,20,-1,0
8_4262,1,21,47,36,0
12_4263,0,1,37,-1,0
12_4263,1,38,59,53,0
57_4266,1,1,35,15,0
21_4268,1,1,43,30,0
11_4269,0,1,17,-1,0
11_4269,1,18,46,33,0
11_4270,0,1,29,-1,0
11_4270,1,30,60,45,0
11_4271,0,1,32,-1,0
11_4271,1,33,60,48,0
43_4272,1,1,60,30,0
48_4273,0,1,34,-1,0
48_4273,1,35,100,50,0
11_4275,0,1,24,-1,0
11_4275,1,25,50,40,0
11_4278,1,1,29,20,0
10_4282,0,1,32,-1,0
10_4282,1,33,60,48,0
43_4284,0,1,19,-1,0
43_4284,1,20,70,43,0
11_4285,0,1,29,-1,0
11_4285,1,30,68,45,0
60_4286,0,1,19,-1,0
60_4286,1,20,69,36,0
8_4287,0,1,34,-1,0
8_4287,1,35,60,50,0
42_4290,1,1,51,15,0
61_4292,1,1,96,25,0
48_4293,0,1,24,-1,0
48_4293,1,25,90,40,0
42_4294,0,1,15,-1,0
42_4294,1,16,81,31,0
21_4295,0,1,25,-1,0
21_4295,1,26,100,75,0
11_4296,1,1,30,23,0
43_4299,0,1,15,-1,0
43_4299,1,16,54,31,0
48_4300,0,1,16,-1,0
48_4300,1,17,71,32,0
10_4301,0,1,24,-1,0
10_4301,1,25,65,40,0
11_4303,0,1,26,-1,0
11_4303,1,27,59,42,0
50_4304,0,1,26,-1,0
50_4304,1,27,79,42,0
50_4305,0,1,27,-1,0
50_4305,1,28,61,43,0
10_4306,0,1,26,-1,0
10_4306,1,27,53,42,0
12_4307,1,1,30,20,0
5_4309,0,1,32,-1,0
5_4309,1,33,83,48,0
30_4311,0,1,39,-1,0
30_4311,1,40,75,63,0
56_4313,0,1,22,-1,0
56_4313,1,23,65,47,0
10_4314,0,1,15,-1,0
10_4314,1,16,71,31,0
21_4316,0,1,31,-1,0
21_4316,1,32,55,47,0
11_4318,0,1,48,-1,0
11_4318,1,49,84,64,0
11_4320,0,1,21,-1,0
11_4320,1,22,55,37,0
11_4322,0,1,29,-1,0
11_4322,1,30,52,45,0
43_4324,1,1,74,28,0
11_4325,0,1,52,-1,0
11_4325,1,53,88,68,0
11_4326,0,1,27,-1,0
11_4326,1,28,63,43,0
11_4327,0,1,18,-1,0
11_4327,1,19,52,34,0
11_4329,0,1,50,-1,0
11_4329,1,51,81,66,0
50_4330,0,1,20,-1,0
50_4330,1,21,58,36,0
11_4331,0,1,16,-1,0
11_4331,1,17,80,32,0
11_4332,0,1,25,-1,0
11_4332,1,26,51,41,0
10_4335,0,1,34,-1,0
10_4335,1,35,78,50,0
43_4337,0,1,19,-1,0
43_4337,1,20,52,35,0
43_4338,0,1,39,-1,0
43_4338,1,40,69,55,0
10_4339,0,1,24,-1,0
10_4339,1,25,52,40,0
11_4340,0,1,48,-1,0
11_4340,1,49,80,64,0
11_4341,0,1,16,-1,0
11_4341,1,17,55,32,0
43_4342,0,1,28,-1,0
43_4342,1,29,53,44,0
11_4344,0,1,49,-1,0
11_4344,1,50,83,65,0
11_4345,0,1,49,-1,0
11_4345,1,50,79,65,0
43_4347,0,1,20,-1,0
43_4347,1,21,83,36,0
37_4350,0,1,24,-1,0
37_4350,1,25,77,40,0
37_4351,0,1,24,-1,0
37_4351,1,25,64,40,0
50_4354,1,1,50,22,0
56_4355,0,1,58,-1,0
56_4355,1,59,94,74,0
56_4356,0,1,28,-1,0
56_4356,1,29,63,44,0
11_4357,0,1,28,-1,0
11_4357,1,29,75,44,0
11_4360,0,1,20,-1,0
11_4360,1,21,75,36,0
11_4361,0,1,35,-1,0
11_4361,1,36,93,51,0
14_4362,0,1,36,-1,0
14_4362,1,37,89,52,0
11_4363,1,1,67,24,0
43_4364,0,1,35,-1,0
43_4364,1,36,61,51,0
43_4365,0,1,36,-1,0
43_4365,1,37,60,52,0
57_4367,1,1,39,24,0
11_4369,1,1,61,23,0
11_4370,0,1,277,-1,0
11_4370,1,278,331,293,0
43_4371,0,1,74,-1,0
43_4371,1,75,109,90,0
43_4373,0,1,19,-1,0
43_4373,1,20,64,35,0
43_4374,0,1,40,-1,0
43_4374,1,41,80,56,0
36_4375,0,1,14,-1,0
36_4375,1,15,76,34,0
21_4376,0,1,54,-1,0
21_4376,1,55,91,73,0
43_4377,0,1,58,-1,0
43_4377,1,59,104,74,0
11_4380,0,1,61,-1,0
11_4380,1,62,84,77,0
11_4381,0,1,43,-1,0
11_4381,1,44,71,59,0
10_4382,0,1,23,-1,0
10_4382,1,24,64,39,0
50_4383,0,1,33,-1,0
50_4383,1,34,74,49,0
11_4385,0,1,55,-1,0
11_4385,1,56,91,71,0
43_4387,0,1,38,-1,0
43_4387,1,39,64,54,0
43_4388,0,1,16,-1,0
43_4388,1,17,56,32,0
48_4389,0,1,39,-1,0
48_4389,1,40,66,55,0
11_4391,0,1,31,-1,0
11_4391,1,32,69,47,0
43_4393,0,1,123,-1,0
43_4393,1,124,163,139,0
32_4395,0,1,109,-1,0
32_4395,1,110,135,125,0
48_4397,0,1,29,-1,0
48_4397,1,30,86,50,0
10_4398,0,1,66,-1,0
10_4398,1,67,92,82,0
11_4400,0,1,70,-1,0
11_4400,1,71,94,86,0
11_4403,0,1,40,-1,0
11_4403,1,41,80,56,0
11_4405,0,1,38,-1,0
11_4405,1,39,80,54,0
11_4407,0,1,32,-1,0
11_4407,1,33,61,48,0
43_4408,1,5,53,27,0
50_4409,0,1,24,-1,0
50_4409,1,25,70,40,0
11_4410,0,1,27,-1,0
11_4410,1,28,52,43,0
11_4411,0,1,43,-1,0
11_4411,1,44,68,59,0
12_4413,0,1,43,-1,0
